0	19966	5.13	6.25
1	19966	4.89	5.94
2	19966	4.65	5.62
3	19966	4.42	5.3
4	19966	4.18	4.97
5	19966	3.95	4.65
6	19966	3.72	4.33
7	19966	3.49	4.0
8	19966	3.26	3.68
21	19966	5.87	7.2
22	19966	5.62	6.88
23	19966	5.37	6.57
24	19966	5.13	6.25
25	19966	4.89	5.94
26	19966	4.65	5.62
27	19966	4.42	5.3
28	19966	4.18	4.97
29	19966	3.95	4.65
42	19966	5.87	7.2
43	19966	5.62	6.88
44	19966	5.37	6.57
45	19966	5.13	6.25
46	19966	4.89	5.94
47	19966	4.65	5.62
48	19966	4.42	5.3
49	19966	4.18	4.97
50	19966	3.95	4.65
84	19974	6.92	5.27
85	19974	6.6	5.02
86	19974	6.28	4.78
87	19974	5.96	4.54
88	19974	5.65	4.3
89	19974	5.33	4.06
90	19974	5.01	3.82
91	19974	4.69	3.59
92	19974	4.37	3.37
105	19974	4.05	3.16
106	19974	3.73	2.95
107	19974	3.43	2.74
108	19974	3.13	2.52
109	19974	2.84	2.31
110	19974	2.53	2.1
111	19974	2.22	1.88
112	19974	1.94	1.66
113	19974	1.66	1.43
126	19980	6.05	-4.04
127	19980	5.72	-3.81
128	19980	5.39	-3.59
129	19980	5.05	-3.37
130	19980	4.72	-3.16
131	19980	4.39	-2.96
132	19980	4.06	-2.76
133	19980	3.74	-2.57
134	19980	3.44	-2.37
147	19980	8.05	-5.37
148	19980	7.72	-5.15
149	19980	7.38	-4.92
150	19980	7.05	-4.7
151	19980	6.72	-4.48
152	19980	6.38	-4.26
153	19980	6.05	-4.04
154	19980	5.72	-3.81
155	19980	5.39	-3.59
168	19980	6.05	-4.04
169	19980	5.72	-3.81
170	19980	5.39	-3.59
171	19980	5.05	-3.37
172	19980	4.72	-3.16
173	19980	4.39	-2.96
174	19980	4.06	-2.76
175	19980	3.74	-2.57
176	19980	3.44	-2.37
189	19980	8.05	-5.37
190	19980	7.72	-5.15
191	19980	7.38	-4.92
192	19980	7.05	-4.7
193	19980	6.72	-4.48
194	19980	6.38	-4.26
195	19980	6.05	-4.04
196	19980	5.72	-3.81
197	19980	5.39	-3.59
210	19980	8.05	-5.37
211	19980	7.72	-5.15
212	19980	7.38	-4.92
213	19980	7.05	-4.7
214	19980	6.72	-4.48
215	19980	6.38	-4.26
216	19980	6.05	-4.04
217	19980	5.72	-3.81
218	19980	5.39	-3.59
357	19997	-3.68	5.97
358	19997	-3.47	5.63
359	19997	-3.26	5.29
360	19997	-3.05	4.95
361	19997	-2.84	4.61
362	19997	-2.63	4.27
363	19997	-2.43	3.93
364	19997	-2.26	3.59
365	19997	-2.09	3.28
378	19997	-3.05	4.95
379	19997	-2.84	4.61
380	19997	-2.63	4.27
381	19997	-2.43	3.93
382	19997	-2.26	3.59
383	19997	-2.09	3.28
384	19997	-1.9	2.99
385	19997	-1.71	2.7
386	19997	-1.5	2.42
399	19997	-4.31	6.99
400	19997	-4.1	6.65
401	19997	-3.89	6.31
402	19997	-3.68	5.97
403	19997	-3.47	5.63
404	19997	-3.26	5.29
405	19997	-3.05	4.95
406	19997	-2.84	4.61
407	19997	-2.63	4.27
420	19997	-3.68	5.97
421	19997	-3.47	5.63
422	19997	-3.26	5.29
423	19997	-3.05	4.95
424	19997	-2.84	4.61
425	19997	-2.63	4.27
426	19997	-2.43	3.93
427	19997	-2.26	3.59
428	19997	-2.09	3.28
441	19997	-0.63	1.16
442	19997	-0.45	0.8
443	19997	-0.27	0.44
444	19997	-0.09	0.08
445	19997	0.09	-0.27
446	19997	0.29	-0.61
447	19997	0.51	-0.95
448	19997	0.72	-1.28
449	19997	0.93	-1.62
630	20004	7.02	-6.74
631	20004	6.73	-6.47
632	20004	6.44	-6.19
633	20004	6.15	-5.91
634	20004	5.86	-5.63
635	20004	5.57	-5.36
636	20004	5.29	-5.08
637	20004	5.0	-4.8
638	20004	4.71	-4.52
651	20004	5.29	-5.08
652	20004	5.0	-4.8
653	20004	4.71	-4.52
654	20004	4.44	-4.25
655	20004	4.17	-4.0
656	20004	3.9	-3.75
657	20004	3.63	-3.5
658	20004	3.35	-3.26
659	20004	3.07	-3.03
672	20004	7.02	-6.74
673	20004	6.73	-6.47
674	20004	6.44	-6.19
675	20004	6.15	-5.91
676	20004	5.86	-5.63
677	20004	5.57	-5.36
678	20004	5.29	-5.08
679	20004	5.0	-4.8
680	20004	4.71	-4.52
693	20004	6.15	-5.91
694	20004	5.86	-5.63
695	20004	5.57	-5.36
696	20004	5.29	-5.08
697	20004	5.0	-4.8
698	20004	4.71	-4.52
699	20004	4.44	-4.25
700	20004	4.17	-4.0
701	20004	3.9	-3.75
714	20004	6.15	-5.91
715	20004	5.86	-5.63
716	20004	5.57	-5.36
717	20004	5.29	-5.08
718	20004	5.0	-4.8
719	20004	4.71	-4.52
720	20004	4.44	-4.25
721	20004	4.17	-4.0
722	20004	3.9	-3.75
735	20004	5.29	-5.08
736	20004	5.0	-4.8
737	20004	4.71	-4.52
738	20004	4.44	-4.25
739	20004	4.17	-4.0
740	20004	3.9	-3.75
741	20004	3.63	-3.5
742	20004	3.35	-3.26
743	20004	3.07	-3.03
756	20004	4.44	-4.25
757	20004	4.17	-4.0
758	20004	3.9	-3.75
759	20004	3.63	-3.5
760	20004	3.35	-3.26
761	20004	3.07	-3.03
762	20004	2.83	-2.81
763	20004	2.6	-2.6
764	20004	2.37	-2.38
861	20015	3.17	3.39
862	20015	2.9	3.08
863	20015	2.62	2.76
864	20015	2.34	2.44
865	20015	2.07	2.13
866	20015	1.73	1.83
867	20015	1.39	1.53
868	20015	1.05	1.23
869	20015	0.69	0.93
882	20015	6.41	6.96
883	20015	6.14	6.67
884	20015	5.87	6.37
885	20015	5.6	6.08
886	20015	5.33	5.78
887	20015	5.06	5.49
888	20015	4.79	5.2
889	20015	4.52	4.9
890	20015	4.25	4.61
903	20015	3.17	3.39
904	20015	2.9	3.08
905	20015	2.62	2.76
906	20015	2.34	2.44
907	20015	2.07	2.13
908	20015	1.73	1.83
909	20015	1.39	1.53
910	20015	1.05	1.23
911	20015	0.69	0.93
924	20015	3.17	3.39
925	20015	2.9	3.08
926	20015	2.62	2.76
927	20015	2.34	2.44
928	20015	2.07	2.13
929	20015	1.73	1.83
930	20015	1.39	1.53
931	20015	1.05	1.23
932	20015	0.69	0.93
945	20020	2.07	3.5
946	20020	1.92	3.22
947	20020	1.77	2.94
948	20020	1.63	2.67
949	20020	1.55	2.39
950	20020	1.45	2.12
951	20020	1.34	1.85
952	20020	1.22	1.58
953	20020	1.11	1.31
945	20022	0.7	3.94
946	20022	0.58	3.55
947	20022	0.46	3.17
948	20022	0.33	2.8
949	20022	0.09	2.47
950	20022	-0.18	2.16
951	20022	-0.48	1.86
952	20022	-0.78	1.55
953	20022	-1.07	1.25
966	20020	1.34	1.85
967	20020	1.22	1.58
968	20020	1.11	1.31
969	20020	1.0	1.04
970	20020	0.86	0.79
971	20020	0.7	0.54
972	20020	0.55	0.28
973	20020	0.39	-0.01
974	20020	0.2	-0.36
966	20022	-0.48	1.86
967	20022	-0.78	1.55
968	20022	-1.07	1.25
969	20022	-1.37	0.95
970	20022	-1.66	0.65
971	20022	-1.96	0.34
972	20022	-2.22	0.02
973	20022	-2.41	-0.32
974	20022	-2.59	-0.68
987	20020	3.99	7.5
988	20020	3.81	7.15
989	20020	3.62	6.79
990	20020	3.44	6.43
991	20020	3.27	6.07
992	20020	3.11	5.73
993	20020	2.95	5.38
994	20020	2.8	5.05
995	20020	2.65	4.71
987	20022	2.04	8.51
988	20022	1.95	8.12
989	20022	1.85	7.74
990	20022	1.75	7.35
991	20022	1.64	6.97
992	20022	1.53	6.59
993	20022	1.42	6.21
994	20022	1.3	5.83
995	20022	1.19	5.45
1008	20020	3.44	6.43
1009	20020	3.27	6.07
1010	20020	3.11	5.73
1011	20020	2.95	5.38
1012	20020	2.8	5.05
1013	20020	2.65	4.71
1014	20020	2.5	4.39
1015	20020	2.36	4.08
1016	20020	2.21	3.79
1008	20022	1.75	7.35
1009	20022	1.64	6.97
1010	20022	1.53	6.59
1011	20022	1.42	6.21
1012	20022	1.3	5.83
1013	20022	1.19	5.45
1014	20022	1.07	5.06
1015	20022	0.95	4.68
1016	20022	0.82	4.31
1029	20020	2.07	3.5
1030	20020	1.92	3.22
1031	20020	1.77	2.94
1032	20020	1.63	2.67
1033	20020	1.55	2.39
1034	20020	1.45	2.12
1035	20020	1.34	1.85
1036	20020	1.22	1.58
1037	20020	1.11	1.31
1029	20022	0.7	3.94
1030	20022	0.58	3.55
1031	20022	0.46	3.17
1032	20022	0.33	2.8
1033	20022	0.09	2.47
1034	20022	-0.18	2.16
1035	20022	-0.48	1.86
1036	20022	-0.78	1.55
1037	20022	-1.07	1.25
1050	20020	3.99	7.5
1051	20020	3.81	7.15
1052	20020	3.62	6.79
1053	20020	3.44	6.43
1054	20020	3.27	6.07
1055	20020	3.11	5.73
1056	20020	2.95	5.38
1057	20020	2.8	5.05
1058	20020	2.65	4.71
1050	20022	2.04	8.51
1051	20022	1.95	8.12
1052	20022	1.85	7.74
1053	20022	1.75	7.35
1054	20022	1.64	6.97
1055	20022	1.53	6.59
1056	20022	1.42	6.21
1057	20022	1.3	5.83
1058	20022	1.19	5.45
1071	20020	2.07	3.5
1072	20020	1.92	3.22
1073	20020	1.77	2.94
1074	20020	1.63	2.67
1075	20020	1.55	2.39
1076	20020	1.45	2.12
1077	20020	1.34	1.85
1078	20020	1.22	1.58
1079	20020	1.11	1.31
1071	20022	0.7	3.94
1072	20022	0.58	3.55
